VendorSite,ProductName,ProductStock,ProductBasePrice,ProductSalePrice,linked-href,Cat,Image-src,ProductShortDescription,DataBatchNumber,Visible
https://www.wootware.co.za/sale,ASUS 90MP02K0-BMUA00  P307 TUF Gaming M4 AIR 16000 DPI Gaming Mouse,In stock In Stock,849.00,599.00,https://www.wootware.co.za/asus-90mp02k0-bmua00-p307-tuf-gaming-m4-air-16000dpi-gaming-mouse.html,Peripherals,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/1/-/1-hwnkvvgs.jpg," 16000 DPI

 IPX6 Water Repellent

 GamingGrade Optical Sensor 

 Ultra Lightweight 47g Air Shell Design

 Asus Antibacterial Guard Treatment

 Exclusive Armoury Crate Software

 2 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,"Samsung LS24R35AFHMXUE SR24R 23.8"" Full HD(1920x1080) 75Hz 5ms IPS Freesync Desktop Monitor",In stock In Stock,"3,299.00","2,599.00",https://www.wootware.co.za/samsung-ls24r35afhmxue-sr24r-23-8-full-hd-1920x1080-75hz-5ms-ips-freesync-desktop-monitor.html,Monitors,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/s/2/s24r350_001_front_black_gallery001-m4sq2shs.jpg," 23.8"" IPS Panel Technology

 Full HD (1920x1080) Resolution

 5ms Response Time

 75Hz Refresh Rate

 AMD Freesync

 Game Mode

 250 cd/m² Brightness

 1x HDMI 1.4, 1x VGA

 Eye Saver Mode

 FlickerFree

 1 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,Metallic Gear MG-F120PDRGB_BK Skiron D-RGB 120mm PWM Case Fan,In stock In Stock,429.00,199.00,https://www.wootware.co.za/metallic-gear-mg-f120pdrgb-bk-skiron-d-rgb-120mm-pwm-case-fan.html,Case Fans,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/g/mg-skiron-drgb-120-01.jpg," 120mm

 Max Airflow: Up to 50 CFM

 Static Pressure: Up to 0.93 mmH2O

 1500RPM +/ 10%

 29dBA Maximum Noise Level

 4Pin PWM Connector

 Rifle Bearing

 Integrated DRGB Lighting

 12x Independent LEDs

 5 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,Zotac GeForce RTX 4080 Trinity OC ZT-D40810J-10P 16GB GDDR6X 256-bit PCI-E 4.0 Desktop Graphics Card,In stock In Stock,"31,299.00","26,499.00",https://www.wootware.co.za/zotac-geforce-rtx-4080-trinity-oc-zt-d40810j-10p-16gb-gddr6x-256-bit-pci-e-4-0-desktop-graphics-card.html,GPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/z/t/zt_d40810j_10p_image01-28ezdrhs.jpg," Base Clock: 2205MHz

 Boost Clock: 2520MHz

 CUDA Cores: 9728

 3rd Gen Ray Tracing Cores

 4th Gen Tensor Cores

 NVIDIA Optical Flow Accelerator Technology

 Memory: 16GB GDDR6X

 Memory Clock: 23Gbps

 NVIDIA Ada Lovelace Architecture (Ada)

 RealTime Ray Tracing Technology

 NVIDIA DLSS 3.0 Super Resolution AI Rendering Technology

 PCIe 5.0 12VHPWR Ready

 3x DisplayPort 1.4a, 1x HDMI 2.1

 MultiDisplay Capability: 4 Displays

 Maximum Digital Resolution: 7680x4320 @ 60Hz

 NVIDIA GeForce Game Ready & Studio Drivers

 NVIDIA GSync Premium

 NVIDIA Reflex

 NVIDIA Broadcast

 NVIDIA AV1 Encoder

 NVIDIA Omniverse 3D Design

 NVIDIA Canvas

 AIR Optimised Design

 IceStorm 2.0 Advanced Cooling

 SPECTRA 2.0 RGB Lighting

 Dual BIOS

 ZOTAC GAMING FireStorm Utility

 3 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,Sabrent SB-ROCKET-1TB ROCKET 1TB M.2 (2280) NVMe PCI-E 3.0 Solid State Drive,In stock In Stock,"3,279.00","2,079.00",https://www.wootware.co.za/sabrent-sb-rocket-1tb-rocket-1tb-m-2-2280-nvme-pci-e-3-0-solid-state-drive.html,SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/s/b/sb-rocket-1tb-main-7.jpg," 1TB Drive Capacity

 M.2 (2280) Form Factor

 PCIe Gen3 x 4 Interface

 Sequential Read Speed: Up to 3,400 MB/s

 Sequential Write Speed: Up to 3,000 MB/s

 Flash Memory: 3D TLC NAND

 MTBF: 1,800,000 Hours

 Includes Free Sabrent Acronis True Image For Cloning, Backup and Recovery

 5 Year Warranty or 1,665TBW (Free and Fast Online Registration Required)",2023,Visible
https://www.wootware.co.za/sale,XFX Radeon RX 6600 Speedster SWFT 210 Core RX-66XL8LFDQ 8GB GDDR6 128-bit PCI-E 4.0 Desktop Graphics Card,In stock In Stock,"8,699.00","5,699.00",https://www.wootware.co.za/xfx-radeon-rx-6600-speedster-swft210-core-rx-66xl8lfdq-8gb-gddr6-128-bit-pci-e-4-0-desktop-graphics-card.html,GPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/x/f/xfx-radeon-rx-6600-speedster-swft210-core-rx-66xl8lfdq-8gb-gddr6-graphics-card-1.jpg," Base Clock: Up to 1626 MHz

 Game Clock: Up to 2044 MHz

 Boost Clock: Up to 2491 MHz

 Stream Processors: 1792

 Infinity Cache: 32MB

 Memory: 8GB GDDR6

 Memory Clock: 14Gbps

 AMD RDNA 2 Architecture

 7nm GPU

 PCIE Gen 4.0

 3x DisplayPort 1.4, 1x HDMI 2.1

 Radeon FreeSync Technology

 Radeon VR Ready Premium

 Premium Quality Backplate

 Dual Fan Cooler

 2 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,Standard 1.8m Figure 8 Dedicated Red Plug Power Cord,In stock In Stock,109.00,79.00,https://www.wootware.co.za/standard-1-8m-figure-8-dedicated-red-plug-power-cord.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/p/c/pc-6df87mbk1.8.jpg," 1.8m Figure 8 Power Cord

 Dedicated Red Plug",2023,Visible
https://www.wootware.co.za/sale,G.Skill F5-6000J3636F16GX2-TZ5RS Trident Z5 RGB 32GB (2 x 16GB) DDR5-6000MHz CL36 1.35V Silver Desktop Memory,In stock In Stock,"3,879.00","3,529.00",https://www.wootware.co.za/g-skill-f5-6000j3636f16gx2-tz5rs-trident-z5-rgb-32gb-2-x-16gb-ddr5-6000mhz-cl36-1-35v-silver-desktop-memory.html,Memory,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/t/r/trident_z5_rgb_silver_x2_02-wvmsxjgs_3.jpg," 32GB (2 x 16GB)

 DDR56000MHz

 1.35V

 CL36

 288pin DIMM

 Intel eXtreme Memory Profile 3.0

 Dual Channel Kit

 Extreme Performance DDR5

 Hand screened IC's

 Customizable RGB lighting support

 Optimised for Intel Z690 and 12th Gen CPU's

 Limited Lifetime Warranty

View the Qualified Vendors List for this product Here",2023,Visible
https://www.wootware.co.za/sale,"Mushkin MKNSSDEL1TB Element 1TB 2.5"" SATA 3.0 6Gb/s Solid State Drive",In stock In Stock,"1,599.00","1,079.00",https://www.wootware.co.za/mushkin-mknssdel1tb-element-1tb-2-5-sata-3-0-6gb-s-solid-state-drive.html,SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/u/mushkin-elementsata-1tb-01.jpg," 1TB Storage Capacity

 2.5"""" Form Factor

 SATA III 6Gb/s Interface

 Up to 500 MB/s Sequential Read Speed

 Up to 450 MB/s Sequential Write Speed

 Flash Memory: 3D NAND

 3 Year Limited Warranty",2023,Visible
https://www.wootware.co.za/sale,Fractal Design FD-C-POR1M-01 Pop Mini Air RGB White Tempered Glass Clear Tint Steel Micro-ATX Mid Tower Desktop Chassis,Stock Coming Soon,"1,949.00","1,629.00",https://www.wootware.co.za/fractal-design-fd-c-por1m-01-pop-mini-air-rgb-white-tempered-glass-clear-tint-steel-micro-atx-mid-tower-desktop-chassis.html,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/p/o/pop_mini_air_rgb_white_tgc_1_front_left-bosgslhs.jpg," Unique Hexagonal Mesh Design

 Steel Chassis

 Clear Tint Tempered Glass

 Mid Tower Form Factor

 Colour: White

 Supports MicroATX, MiniITX Motherboards

 2x Universal 3.5""/2.5"", 2x Dedicated 2.5"" Drive Bays Included, 4 Positions Supported Total

 2x 5.25"" HalfLength Drive Bays

 2x USB 3.0 TypeA

 Audio I/O, Power Button, Reset Button, RGB Button

 Radiator Maximum Supported Length: Up To 240mm (Front)

 CPU Cooler Clearance: 170mm

 Maximum GPU Length: Up to 365mm

 Versatile Interior

 Superior Airflow By Design

 3x Aspect 12 RGB Fans Included

 BuiltIn RGB Controller

 2 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,Palit GeForce RTX 3060 Dual NE63060019K9-190AD 12GB GDDR6 192-bit PCI-E 4.0 Desktop Graphics Card (Lite Hash Rate),In stock In Stock,"10,699.00","6,999.00",https://www.wootware.co.za/palit-geforce-rtx-3060-dual-ne63060019k9-190ad-12gb-gddr6-192-bit-pci-e-4-0-desktop-graphics-card.html,GPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/p/a/palit-rtx-3060-dual-01.jpg," Base Clock: 1320 MHz

 Boost Clock: 1777 MHz

 CUDA Cores: 3584

 2nd Gen Ray Tracing Cores

 3rd Gen Tensor Cores

 Memory: 12GB GDDR6

 Memory Clock: 15Gbps

 NVIDIA Ampere Architecture

 RealTime Ray Tracing Technology

 NVIDIA DLSS Groundbreaking AI Rendering Technology

 3x DisplayPort 1.4a, 1x HDMI 2.1

 MultiDisplay Capability: 4 Displays

 Maximum Digital Resolution: 7680x4320

 Copper Base

 RGB Lighting

 DrMOS Technology

 0dB Technology

 3 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,Magnium Gear MG-NE620Q_DWT02 Neo Qube 2 White Tempered Glass Steel E-ATX Mid Tower Desktop Chassis,Stock Coming Soon,"2,779.00","2,199.00",https://www.wootware.co.za/magnium-gear-mg-ne620q-dwt02-neo-qube-2-white-tempered-glass-steel-e-atx-mid-tower-desktop-chassis.html,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/g/mg_ne620q_bw_2-ybxicohs_1.jpg," Dual Chamber Design

 Steel Chassis

 Tempered Glass Side Panels

 Mid Tower Form Factor

 Colour: White

 Supports EATX, ATX, MicroATX, MiniITX Motherboards

 2x 3.5"", 5x 2.5"" Drive Bays Supported

 1x USB 3.1 Gen 2 TypeC, 2x USB 3.0 TypeA

 DRGB Mode Button, DRGB Colour Button

 Power Button, Reset Button

 Headphone Jack, Mic Jack

 Radiator Maximum Supported Length: Up To 360mm (Side, Top, Bottom)

 CPU Cooler Clearance: 148mm

 Maximum GPU Length: 410mm

 Dual System Support (*Single Power Supply)

 Triple 360mm Radiator Support

 Integrated & Expandable DRGB Lighting

 2x 3.5"" HDD Brackets Included

 5x 2.5"" SSD Brackets Included

 5 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,Western Digital WDS500G3B0C WD Blue SN570 500GB M.2 2280 NVMe PCIe 3.0 Solid State Drive,In stock with Supplier,"1,099.00",899.00,https://www.wootware.co.za/western-digital-wds500g3b0c-wd-blue-sn570-500gb-m-2-2280-nvme-pcie-3-0-solid-state-drive.html,SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/w/d/wd_blue_sn570_500gb_01-3ndw2lgs.jpg," 500GB Drive Capacity

 M.2 2280 Form Factor

 PCIe 3.0 Interface

 Endurance: 300 TBW

 Sequential Read Speed: Up to 3,500 MB/s

 Sequential Write Speed: Up to 2,300 MB/s

 Random 4KB Read: Up to 360,000 IOPS

 Random 4KB Write: Up to 390,000 IOPS

 3D TLC NAND Flash

 5 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,Fractal Design FD-C-MEL2A-03 Meshify 2 Lite Tempered Glass Light Tint Black Steel ATX Mid Tower Desktop Chassis,Stock Coming Soon,"2,849.00","2,279.00",https://www.wootware.co.za/fractal-design-fd-c-mel2a-03-meshify-2-lite-tempered-glass-light-tint-black-steel-atx-mid-tower-desktop-chassis.html,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/e/meshify_2_lite_black_tgl_1_left_front-rdcbhbhs.jpg," Iconic Angular Mesh Design

 Steel Chassis

 Light Tint Tempered Glass

 Mid Tower Form Factor

 Colour: Black

 Supports EATX (Up to 285mm Wide), ATX, MicroATX, MiniITX Motherboards

 2x Universal 3.5""/2.5"", 2x Dedicated 2.5"" Drive Bays Supported, 4 Positions Total

 2x USB 3.0 TypeA

 Audio I/O, Power Button, Reset Button

 Radiator Maximum Supported Length: Up To 360mm (Top and Front)

 CPU Cooler Clearance: 185mm

 Maximum GPU Length: Up to 451mm

 Spacious Interior

 Superior Airflow By Design

 3x Aspect 14 Fans Included

 2x Universal 3.5""/2.5"" Drive Brackets Included

 2x Dedicated 2.5"" Drive Brackets Included

 2 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,DeepCool DP-MCH4-GMX-GT-ARGB GAMMAXX GT A-RGB 120mm Tower CPU Air Cooler,In stock In Stock,799.00,699.00,https://www.wootware.co.za/deepcool-dp-mch4-gmx-gt-argb-gammaxx-gt-a-rgb-120mm-tower-cpu-air-cooler.html,CPU Coolers,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/d/p/dp-mch4-gmx-gt-argb_1_.jpg," 120mm RGB Tower CPU Air Cooler

 4x Heatpipe Design with Dense Fin Stack

 DeepCool ARGB Hydro Bearing Fan

 Stylish RGB Heatsink Cover

 Direct Touch Copper Heatpipes

 Fan Speed: 500  1650 RPM ±10%

 Fan Static Pressure: Up to 2.1mmH2O

 Case Clearance: 158mm

 RAM Clearance: 59mm

 Aluminium Construction with Nickel Plating

 Colour: Silver

 Intel Socket Support: LGA1700, LGA1200, LGA115x

 AMD Socket Support: Socket AM5, AM4

 2 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,"ASUS VG35VQ TUF Gaming 35"" Ultra Wide QHD (3440x1440) 100Hz VA 1ms MPRT HDR10 Adaptive-Sync 1800R Curved Gaming Desktop Monitor",In stock In Stock,"15,299.00","9,599.00",https://www.wootware.co.za/asus-tuf-gaming-vg35vq-35-wqhd-3440x1440-100hz-va-1ms-mprt-hdr10-adaptive-sync-1800r-curved-gaming-desktop-monitor.html,Monitors,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/s/asus-tuf-gaming-vg35vq-35-wqhd-_3440x1440_-01.jpg," 35"" VA(Vertical Alignment) Panel

 1x DisplayPort 1.2, 2x HDMI 2.0

 Ultra Wide QHD (3440x1440) Resolution

 100Hz Refresh Rate

 2500:1 Static Contrast Ratio

 Brightness: 300cd/m²

 178°/178° Viewing Angles

 Tilt, Swivel & Height Adjustment

 1ms (MPRT)

 HDR10 Mode

 1800R Curved Design

 Adaptive Sync Support

 16.7 Million Colours

 3 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,XFX Radeon RX 6650 XT Black SPEEDSTER MERC 308 RX-665X8TBDY 8GB GDDR6 128-bit PCIe 4.0 Desktop Graphics Card,In stock In Stock,"7,999.00","6,999.00",https://www.wootware.co.za/xfx-radeon-rx-6650-xt-black-speedster-merc-308-rx-665x8tbdy-8gb-gddr6-128-bit-pcie-4-0-desktop-graphics-card.html,GPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/m/e/merc308_6650xt_black_8_.jpg," Base Clock: Up to 2191MHz

 Game Clock: Up to 2523MHz

 Boost Clock: Up to 2694MHz

 Stream Processors: 2048

 Infinity Cache: 32MB

 Memory: 8GB GDDR6

 Memory Clock: 17.5Gbps

 AMD RDNA 2 Architecture

 7nm GPU

 PCIe 4.0 x8

 3x DisplayPort 1.4, 1x HDMI 2.1

 Radeon FreeSync Technology

 Radeon VR Ready Premium

 AMD FidelityFX Super Resolution

 AMD Radeon Super Resolution

 HardwareAccelerated Ray Tracing

 Premium Quality Backplate

 Triple Fan Cooler

 2 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,Sabrent SB-ROCKET-NVMe4-1TB ROCKET 1TB M.2 (2280) NVMe PCI-E 4.0 Solid State Drive,In stock In Stock,"2,079.00","1,699.00",https://www.wootware.co.za/sabrent-sb-rocket-nvme4-1tb-rocket-1tb-m-2-2280-nvme-pci-e-4-0-solid-state-drive.html,SSDs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/s/b/sb-rocket-nvme4-1tb-main.jpg," 1TB Drive Capacity

 M.2 (2280) Form Factor

 PCIe Gen4 x4 Interface

 Sequential Read Speed: Up to 5,000 MB/s

 Sequential Write Speed: Up to 4,400 MB/s

 Flash Memory: 3D BiCS4 NAND

 MTBF: 1,700,000 Hours

 Includes Free Sabrent Acronis True Image For Cloning, Backup and Recovery

 5 Year Warranty or 1,800TBW (Free and Fast Online Registration Required)",2023,Visible
https://www.wootware.co.za/sale,Phanteks PH-CB-CMBO_BK 500mm Black Universal Extension Cable Kit,In stock In Stock,699.00,479.00,https://www.wootware.co.za/phanteks-ph-cb-cmbo-bk-500mm-black-universal-extension-cable-kit.html,Other,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/3/a3b4b9f07802807fa4d73d46c9f4626f_main_.jpg," Length: 500mm

 Wire AWG: 18AWG, 2.1mm (Rohs)

 Sleeve Tube: PP Material

 Insulation Resistance: 20M ohm @ 200VDC

 Short/Open Determinant: 20K ohm

 1x Motherboard 24 Pin Extension

 1x CPU 8 (4+4) Pin Extension

 2x PCIE 8 (6+2) Pin Extension

 Pack of Cable Combs",2023,Visible
https://www.wootware.co.za/sale,EVGA 220-G6-0750-X3 SuperNOVA 750 G6 750W 80 Plus Gold Fully Modular Black Desktop Power Supply,Stock Coming Soon,"2,199.00","1,999.00",https://www.wootware.co.za/evga-220-g6-0750-x3-supernova-750-g6-750w-80-plus-gold-fully-modular-black-desktop-power-supply.html,PSUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/2/2/220_g6_0750_x3_xl_1-hrdulvhs.jpg," 750W Maximum Power

 Full Range HeavyDuty Protections 100V~240V

 80 Plus Gold Certified

 Colour: Black

 135mm Fluid Dynamic Bearing Fan

 Complies With ATX 12V & EPS 12V Specification

 Long Term Reliability: 100% Japanese Capacitors

 Fullbridge LLC Resonant Converter

 EVGA ECO Intelligent Thermal Control System

 TUV, CB, CE, FCC, RCM, cTUVus, WEEE, RoHS

 Compliance with ErP Lot 3 2014 Requirement

 Fully Modular Design

 Active Power Factor Correction

 10 Year Limited Warranty",2023,Visible
https://www.wootware.co.za/sale,AMD 100-100000593WOF Ryzen 5 7600X 5.30GHz 6-Core Zen 4 Socket AM5 Desktop CPU - Cooler Not Included,In stock In Stock,"6,349.00","5,299.00",https://www.wootware.co.za/amd-100-100000593wof-ryzen-5-7600x-5-30ghz-6-core-zen-4-socket-am5-desktop-cpu.html,CPUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/a/m/amd-r5-7000-3dpibwof-01.jpg," AMD Ryzen 5 7600X 4.70GHz Processor (32MB L3 Cache)

 Up to 5.30GHz Boost Clock

 6 Cores, 12 Threads

 AMD 5nm Zen 4 Architecture

 TSMC 6nm IO Die

 384KB L1 Cache

 6MB L2 Cache

 Integrated Radeon RDNA 2 Graphics

 Supports AMD X670E, X670, B650E, B650 Chipsets

 DualChannel DDR5 Memory Architecture Up to 128GB

 Up to DDR55200MHz Supported

 PCI Express Version 5.0 Supported

 AMD EXPO Memory Overclocking Profiles

 AMD Precision Boost 2.0 & Precision Boost Overdrive

 AMD StoreMI Technology

 105W TDP

 Socket AM5 Compatible

 3 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,Gigabyte GB-C200G C200 Tempered Glass Black Steel ATX Mid Tower Desktop Chassis,In stock In Stock,"1,299.00",999.00,https://www.wootware.co.za/gigabyte-gb-c200g-c200-tempered-glass-black-steel-atx-mid-tower-desktop-chassis.html,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/g/i/gigabyte-gb-c200g-c200-001.jpg," Tempered Glass Side Panels

 Mid Tower Form Factor

 Colour: Black

 Supports: ATX, MicroATX, MiniITX Motherboards

 2x 3.5""/2.5"" Drive Bays Supported

 2x 2.5"" Drive Bays Supported

 2x USB3.0, RGB LED Switch, Reset Button, Mic/Audio Jack

 Radiator Maximum Supported Length: Up To 280mm (Front)

 CPU Cooler Clearance: 165mm

 Maximum GPU Length: 330mm

 1x 120mm Fan Included",2023,Visible
https://www.wootware.co.za/sale,Super Flower SF-650F14MT(BK) Leadex 650W 80 Plus Silver Certified Fully Modular Black Desktop Power Supply,In stock In Stock,"2,799.00","1,399.00",https://www.wootware.co.za/super-flower-sf-650f14mt-bk-leadex-650w-80-plus-silver-certified-fully-modular-black-desktop-power-supply.html,PSUs,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/3/2/3272823_1.jpg," Maximum Power: 650W

 100% Fully Modular Cabling Design For Easy Cable Management

 80 PLUS Silver Certified 87% 90% 87% Efficiency At 20% 50% 100% Rated Load

 Comply With ATX 12V v2.32, SSI EPS 12V v2.92 Specification

 Supports All Intel/AMD MultiCore CPU & ATX/BTX Compatible Motherboards

 Supports NVIDIA SLI & AMD CrossFireX High Performance Graphic Cards

 Unleaded Green Materials with RoHS/WEEE Compliance

 More than 2,000 times On/Off test

 3 Year Manufacturer Warranty

 South African 3prong powercable included",2023,Visible
https://www.wootware.co.za/sale,Phanteks PH-EC400ATG_DBK01 Eclipse P400A Digital RGB Tempered Glass Satin Black Steel ATX Mid Tower Desktop Chassis,Stock Coming Soon,"2,379.00","1,679.00",https://www.wootware.co.za/phanteks-ph-ec400atg-dbk01-eclipse-p400a-digital-rgb-tempered-glass-satin-black-steel-atx-mid-tower-desktop-chassis.html,Chassis,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/p/4/p400a-digital-rgb-black_1_.jpg," ""A vast improvement over the P400""  Gamers Nexus

 FullMetal Mesh Front Panel

 Powder Coated Steel Chassis

 Tempered Glass Side Panel

 UltraFine Performance Mesh with Uncompromised Airflow

 MidTower Form Factor

 Supports MiniITX to EATX (Up to 272mm Wide*) Motherboards

 2x 3.5"", 2x 2.5"" Drive Bays Supported

 2x USB 3.0 TypeA Ports

 DRGB Mode, DRGB Colour Button

 Separate Power & Reset Buttons

 Separate 3.5mm Headphone & Mic Jacks

 Radiator Clearance: Up to 360mm (Front mount)

 CPU Cooler Clearance: Up to 160mm

 Maximum GPU Length: Up to 420mm

 Includes 2x 3.5"" HDD Brackets

 Includes 2x 2.5"" SSD Brackets

 Includes Phanteks DigitalRGB Controller

 Includes 3x 120mm Digital RGB Phanteks Fans

 Magnetic Dust Cover (Top)

 Colour: Black

 5 Year Warranty",2023,Visible
https://www.wootware.co.za/sale,G.Skill F4-3600C18D-32GTZR Trident Z RGB 32GB (2x16GB) DDR4-3600MHz CL18 1.35V Black Desktop Memory,In stock In Stock,"2,549.00","2,319.00",https://www.wootware.co.za/g-skill-f4-3600c18d-32gtzr-trident-z-rgb-32gb-2x16gb-ddr4-3600mhz-cl18-1-35v-black-desktop-memory.html,Memory,https://www.wootware.co.za/media/catalog/product/cache/1/image/512x512/9df78eab33525d08d6e5fb8d27136e95/t/r/trident-z-rgb-dual-01_1.jpg," 32GB (2x16GB)

 DDR43600MHz

 1.35V

 CL18

 288pin DIMM

 Intel eXtreme Memory Profile 2.0

 Dual Channel Kit

 Compatible with Intel Z370 and Z390.

 Compatible with AMD X570 (Ryzen 3000 Series CPUs).

 Limited Lifetime Warranty

View the Qualified Vendors List for this product Here",2023,Visible
